date,time,type,proxID,floor,zone
2016-06-01, 00:01:00, fixed-prox, vawelon001, 1, 1
2016-06-01, 00:29:00, fixed-prox, earpa001, 1, 1
2016-06-01, 02:30:41, fixed-prox, vawelon001, 1, 6
2016-06-01, 02:33:40, fixed-prox, earpa001, 1, 6
2016-06-01, 03:16:00, fixed-prox, vawelon001, 1, 1
2016-06-01, 03:19:00, fixed-prox, earpa001, 1, 1
2016-06-01, 05:58:40, fixed-prox, earpa001, 1, 6
2016-06-01, 06:03:40, fixed-prox, vawelon001, 1, 6
2016-06-01, 06:59:00, fixed-prox, earpa001, 1, 1
2016-06-01, 07:00:00, fixed-prox, acampo001, 1, 1
2016-06-01, 07:00:00, fixed-prox, vawelon001, 1, 1
2016-06-01, 07:00:00, fixed-prox, jsanjorge001, 1, 1
2016-06-01, 07:00:00, fixed-prox, ibarranco001, 1, 1
2016-06-01, 07:00:52, fixed-prox, acampo001, 1, 4
2016-06-01, 07:00:56, fixed-prox, jsanjorge001, 1, 4
2016-06-01, 07:00:56, fixed-prox, ibarranco001, 1, 4
2016-06-01, 07:01:34, fixed-prox, acampo001, 2, 4
2016-06-01, 07:01:38, fixed-prox, ibarranco001, 2, 4
2016-06-01, 07:01:38, fixed-prox, jsanjorge001, 2, 4
2016-06-01, 07:02:05, fixed-prox, acampo001, 3, 4
2016-06-01, 07:02:07, fixed-prox, acampo001, 3, 1
2016-06-01, 07:02:09, fixed-prox, jsanjorge001, 3, 4
2016-06-01, 07:02:09, fixed-prox, ibarranco001, 3, 4
2016-06-01, 07:02:11, fixed-prox, ibarranco001, 3, 1
2016-06-01, 07:02:11, fixed-prox, jsanjorge001, 3, 1
2016-06-01, 07:02:26, fixed-prox, jsanjorge001, 3, 6
2016-06-01, 07:15:00, fixed-prox, bmullen001, 1, 1
2016-06-01, 07:15:00, fixed-prox, mbramar001, 1, 1
2016-06-01, 07:15:00, fixed-prox, bhawelon001, 1, 1
