date,time,type,proxID,floor,zone
2016-06-06, 00:13:00, fixed-prox, earpa001, 1, 1
2016-06-06, 00:29:00, fixed-prox, vawelon001, 1, 1
2016-06-06, 02:26:40, fixed-prox, vawelon001, 1, 6
2016-06-06, 02:31:40, fixed-prox, earpa001, 1, 6
2016-06-06, 03:28:00, fixed-prox, vawelon001, 1, 1
2016-06-06, 03:31:00, fixed-prox, earpa001, 1, 1
2016-06-06, 05:55:41, fixed-prox, vawelon001, 1, 6
2016-06-06, 06:00:41, fixed-prox, earpa001, 1, 6
2016-06-06, 06:54:00, fixed-prox, vawelon001, 1, 1
2016-06-06, 06:57:00, fixed-prox, earpa001, 1, 1
2016-06-06, 07:00:00, fixed-prox, jsanjorge001, 1, 1
2016-06-06, 07:00:56, fixed-prox, jsanjorge001, 1, 4
2016-06-06, 07:01:38, fixed-prox, jsanjorge001, 2, 4
2016-06-06, 07:02:09, fixed-prox, jsanjorge001, 3, 4
2016-06-06, 07:02:11, fixed-prox, jsanjorge001, 3, 1
2016-06-06, 07:02:34, fixed-prox, jsanjorge001, 3, 6
2016-06-06, 07:15:00, fixed-prox, mbramar001, 1, 1
2016-06-06, 07:15:00, fixed-prox, fmata001, 1, 1
2016-06-06, 07:15:00, fixed-prox, lbergen001, 1, 1
2016-06-06, 07:15:52, fixed-prox, lbergen001, 1, 4
2016-06-06, 07:15:52, fixed-prox, fmata001, 1, 4
2016-06-06, 07:15:53, fixed-prox, mbramar001, 1, 4
2016-06-06, 07:16:00, fixed-prox, gcazar001, 1, 1
2016-06-06, 07:16:00, fixed-prox, vfrente001, 1, 1
2016-06-06, 07:16:34, fixed-prox, fmata001, 2, 4
2016-06-06, 07:16:34, fixed-prox, mbramar001, 2, 4
2016-06-06, 07:16:34, fixed-prox, lbergen001, 2, 4
2016-06-06, 07:16:36, fixed-prox, fmata001, 2, 1
2016-06-06, 07:16:36, fixed-prox, lbergen001, 2, 1
2016-06-06, 07:16:50, fixed-prox, vfrente001, 1, 4
2016-06-06, 07:16:51, fixed-prox, lbergen001, 2, 7
2016-06-06, 07:16:56, fixed-prox, gcazar001, 1, 4
2016-06-06, 07:17:00, fixed-prox, avico001, 1, 1
2016-06-06, 07:17:05, fixed-prox, mbramar001, 3, 4
2016-06-06, 07:17:07, fixed-prox, mbramar001, 3, 1
2016-06-06, 07:17:22, fixed-prox, mbramar001, 3, 6
2016-06-06, 07:17:32, fixed-prox, gcazar001, 2, 4
2016-06-06, 07:17:32, fixed-prox, vfrente001, 2, 4
2016-06-06, 07:17:34, fixed-prox, gcazar001, 2, 1
2016-06-06, 07:17:34, fixed-prox, vfrente001, 2, 1
2016-06-06, 07:17:47, fixed-prox, vfrente001, 2, 2
2016-06-06, 07:17:53, fixed-prox, gcazar001, 2, 7
2016-06-06, 07:18:00, fixed-prox, cwhelan001, 1, 1
2016-06-06, 07:18:00, fixed-prox, ldedos001, 1, 1
2016-06-06, 07:18:00, fixed-prox, sparrino001, 1, 1
2016-06-06, 07:18:41, fixed-prox, avico001, 1, 4
2016-06-06, 07:18:50, fixed-prox, sparrino001, 1, 4
2016-06-06, 07:19:00, fixed-prox, lgrogan001, 1, 1
