date,time,type,proxID,floor,zone
2016-06-13, 00:12:00, fixed-prox, earpa001, 1, 1
2016-06-13, 00:25:00, fixed-prox, vawelon001, 1, 1
2016-06-13, 02:27:41, fixed-prox, vawelon001, 1, 6
2016-06-13, 02:34:40, fixed-prox, earpa001, 1, 6
2016-06-13, 03:31:00, fixed-prox, vawelon001, 1, 1
2016-06-13, 03:32:00, fixed-prox, earpa001, 1, 1
2016-06-13, 05:55:40, fixed-prox, vawelon001, 1, 6
2016-06-13, 06:04:40, fixed-prox, earpa001, 1, 6
2016-06-13, 06:45:00, fixed-prox, vawelon001, 1, 1
2016-06-13, 06:57:00, fixed-prox, earpa001, 1, 1
2016-06-13, 07:00:00, fixed-prox, jsanjorge001, 1, 1
2016-06-13, 07:00:50, fixed-prox, jsanjorge001, 1, 4
2016-06-13, 07:01:32, fixed-prox, jsanjorge001, 2, 4
2016-06-13, 07:02:03, fixed-prox, jsanjorge001, 3, 4
2016-06-13, 07:02:05, fixed-prox, jsanjorge001, 3, 1
2016-06-13, 07:02:20, fixed-prox, jsanjorge001, 3, 6
2016-06-13, 07:15:00, fixed-prox, eedward001, 1, 1
2016-06-13, 07:15:00, fixed-prox, mbramar001, 1, 1
2016-06-13, 07:15:56, fixed-prox, mbramar001, 1, 4
2016-06-13, 07:15:56, fixed-prox, eedward001, 1, 4
2016-06-13, 07:16:00, fixed-prox, vfrente001, 1, 1
2016-06-13, 07:16:00, fixed-prox, fmata001, 1, 1
2016-06-13, 07:16:00, fixed-prox, thagan001, 1, 1
2016-06-13, 07:16:00, fixed-prox, acalzas001, 1, 1
2016-06-13, 07:16:00, fixed-prox, cstaley001, 1, 1
2016-06-13, 07:16:00, fixed-prox, gcazar001, 1, 1
2016-06-13, 07:16:38, fixed-prox, mbramar001, 2, 4
2016-06-13, 07:16:38, fixed-prox, eedward001, 2, 4
2016-06-13, 07:16:50, fixed-prox, gcazar001, 1, 4
2016-06-13, 07:16:50, fixed-prox, acalzas001, 1, 4
2016-06-13, 07:16:51, fixed-prox, fmata001, 1, 4
2016-06-13, 07:16:53, fixed-prox, vfrente001, 1, 4
2016-06-13, 07:16:56, fixed-prox, thagan001, 1, 4
2016-06-13, 07:17:00, fixed-prox, dscozzese001, 1, 1
2016-06-13, 07:17:00, fixed-prox, korilla001, 1, 1
2016-06-13, 07:17:00, fixed-prox, fbalas001, 1, 1
2016-06-13, 07:17:09, fixed-prox, eedward001, 3, 4
2016-06-13, 07:17:09, fixed-prox, mbramar001, 3, 4
2016-06-13, 07:17:11, fixed-prox, mbramar001, 3, 1
2016-06-13, 07:17:11, fixed-prox, eedward001, 3, 1
2016-06-13, 07:17:24, fixed-prox, eedward001, 3, 3
2016-06-13, 07:17:30, fixed-prox, mbramar001, 3, 6
2016-06-13, 07:17:32, fixed-prox, thagan001, 2, 4
2016-06-13, 07:17:32, fixed-prox, acalzas001, 2, 4
2016-06-13, 07:17:32, fixed-prox, vfrente001, 2, 4
2016-06-13, 07:17:32, fixed-prox, gcazar001, 2, 4
2016-06-13, 07:17:32, fixed-prox, fmata001, 2, 4
2016-06-13, 07:17:34, fixed-prox, thagan001, 2, 1
2016-06-13, 07:17:34, fixed-prox, gcazar001, 2, 1
2016-06-13, 07:17:34, fixed-prox, acalzas001, 2, 1
2016-06-13, 07:17:34, fixed-prox, vfrente001, 2, 1
2016-06-13, 07:17:34, fixed-prox, fmata001, 2, 1
2016-06-13, 07:17:49, fixed-prox, gcazar001, 2, 7
2016-06-13, 07:17:51, fixed-prox, vfrente001, 2, 2
2016-06-13, 07:17:51, fixed-prox, acalzas001, 2, 2
2016-06-13, 07:17:58, fixed-prox, thagan001, 2, 2
2016-06-13, 07:18:00, fixed-prox, ahafon001, 1, 1
2016-06-13, 07:19:00, fixed-prox, ckinney001, 1, 1
2016-06-13, 07:19:00, fixed-prox, malinai001, 1, 1
2016-06-13, 07:19:10, fixed-prox, fbalas001, 1, 4
2016-06-13, 07:19:10, fixed-prox, korilla001, 1, 4
2016-06-13, 07:19:10, fixed-prox, ahafon001, 1, 4
2016-06-13, 07:19:51, fixed-prox, fbalas001, 2, 4
2016-06-13, 07:19:51, fixed-prox, ahafon001, 2, 4
2016-06-13, 07:19:51, fixed-prox, korilla001, 2, 4
2016-06-13, 07:19:53, fixed-prox, fbalas001, 2, 1
2016-06-13, 07:19:53, fixed-prox, korilla001, 2, 1
2016-06-13, 07:19:53, fixed-prox, ahafon001, 2, 1
2016-06-13, 07:20:00, fixed-prox, nbasham001, 1, 1
2016-06-13, 07:20:11, fixed-prox, korilla001, 2, 6
2016-06-13, 07:20:11, fixed-prox, ahafon001, 2, 6
2016-06-13, 07:21:00, fixed-prox, sparrino001, 1, 1
2016-06-13, 07:21:00, fixed-prox, btempestad001, 1, 1
2016-06-13, 07:21:10, fixed-prox, malinai001, 1, 4
2016-06-13, 07:21:10, fixed-prox, ckinney001, 1, 4
2016-06-13, 07:21:10, fixed-prox, nbasham001, 1, 4
2016-06-13, 07:21:51, fixed-prox, malinai001, 2, 4
2016-06-13, 07:21:51, fixed-prox, nbasham001, 2, 4
2016-06-13, 07:21:51, fixed-prox, ckinney001, 2, 4
2016-06-13, 07:21:53, fixed-prox, ckinney001, 2, 1
2016-06-13, 07:21:53, fixed-prox, malinai001, 2, 1
2016-06-13, 07:21:53, fixed-prox, nbasham001, 2, 1
2016-06-13, 07:22:00, fixed-prox, yfinney001, 1, 1
2016-06-13, 07:22:00, fixed-prox, lalcazar002, 1, 1
2016-06-13, 07:22:00, fixed-prox, wreynoso001, 1, 1
2016-06-13, 07:22:00, fixed-prox, bmullen001, 1, 1
2016-06-13, 07:22:00, fixed-prox, mcassano001, 1, 1
2016-06-13, 07:22:08, fixed-prox, ckinney001, 2, 7
2016-06-13, 07:22:08, fixed-prox, nbasham001, 2, 7
2016-06-13, 07:22:10, fixed-prox, malinai001, 2, 2
2016-06-13, 07:22:36, fixed-prox, sparrino001, 1, 4
2016-06-13, 07:22:36, fixed-prox, btempestad001, 1, 4
2016-06-13, 07:23:00, fixed-prox, monda001, 1, 1
2016-06-13, 07:23:17, fixed-prox, sparrino001, 2, 4
2016-06-13, 07:23:17, fixed-prox, btempestad001, 2, 4
2016-06-13, 07:23:19, fixed-prox, sparrino001, 2, 1
2016-06-13, 07:23:19, fixed-prox, btempestad001, 2, 1
2016-06-13, 07:23:35, fixed-prox, lalcazar002, 1, 4
2016-06-13, 07:23:35, fixed-prox, bmullen001, 1, 4
2016-06-13, 07:23:35, fixed-prox, yfinney001, 1, 4
2016-06-13, 07:23:35, fixed-prox, mcassano001, 1, 4
2016-06-13, 07:23:35, fixed-prox, wreynoso001, 1, 4
2016-06-13, 07:23:36, fixed-prox, btempestad001, 2, 2
2016-06-13, 07:24:00, fixed-prox, ldedos001, 1, 1
2016-06-13, 07:24:00, fixed-prox, cmorluniau001, 1, 1
2016-06-13, 07:24:16, fixed-prox, bmullen001, 2, 4
2016-06-13, 07:24:16, fixed-prox, wreynoso001, 2, 4
2016-06-13, 07:24:16, fixed-prox, lalcazar002, 2, 4
2016-06-13, 07:24:16, fixed-prox, yfinney001, 2, 4
2016-06-13, 07:24:16, fixed-prox, mcassano001, 2, 4
2016-06-13, 07:24:18, fixed-prox, yfinney001, 2, 1
2016-06-13, 07:24:18, fixed-prox, lalcazar002, 2, 1
2016-06-13, 07:24:18, fixed-prox, bmullen001, 2, 1
2016-06-13, 07:24:18, fixed-prox, wreynoso001, 2, 1
2016-06-13, 07:24:18, fixed-prox, mcassano001, 2, 1
2016-06-13, 07:24:31, fixed-prox, wreynoso001, 2, 2
2016-06-13, 07:24:35, fixed-prox, monda001, 1, 4
2016-06-13, 07:24:36, fixed-prox, bmullen001, 2, 6
2016-06-13, 07:24:37, fixed-prox, lalcazar002, 2, 7
2016-06-13, 07:24:37, fixed-prox, mcassano001, 2, 7
2016-06-13, 07:24:38, fixed-prox, yfinney001, 2, 2
2016-06-13, 07:25:00, fixed-prox, eorilla001, 1, 1
2016-06-13, 07:25:00, fixed-prox, zcoronado001, 1, 1
2016-06-13, 07:25:16, fixed-prox, monda001, 2, 4
2016-06-13, 07:25:18, fixed-prox, monda001, 2, 1
2016-06-13, 07:25:35, fixed-prox, cmorluniau001, 1, 4
2016-06-13, 07:25:35, fixed-prox, ldedos001, 1, 4
2016-06-13, 07:25:35, fixed-prox, monda001, 2, 2
2016-06-13, 07:26:00, fixed-prox, rparade001, 1, 1
2016-06-13, 07:26:16, fixed-prox, ldedos001, 2, 4
2016-06-13, 07:26:16, fixed-prox, cmorluniau001, 2, 4
2016-06-13, 07:26:18, fixed-prox, ldedos001, 2, 1
2016-06-13, 07:26:18, fixed-prox, cmorluniau001, 2, 1
2016-06-13, 07:26:34, fixed-prox, ldedos001, 2, 2
2016-06-13, 07:26:36, fixed-prox, eorilla001, 1, 4
2016-06-13, 07:26:36, fixed-prox, zcoronado001, 1, 4
2016-06-13, 07:26:40, fixed-prox, cmorluniau001, 2, 6
2016-06-13, 07:27:00, fixed-prox, lgrogan001, 1, 1
2016-06-13, 07:27:00, fixed-prox, apinckney001, 1, 1
2016-06-13, 07:27:00, fixed-prox, bfrente001, 1, 1
2016-06-13, 07:27:17, fixed-prox, eorilla001, 2, 4
