date,time,type,proxID,floor,zone
2016-06-07, 00:00:00, fixed-prox, gflorez005, 1, 1
2016-06-07, 00:11:00, fixed-prox, vawelon001, 1, 1
2016-06-07, 00:12:00, fixed-prox, earpa001, 1, 1
2016-06-07, 02:29:40, fixed-prox, earpa001, 1, 6
2016-06-07, 02:32:40, fixed-prox, vawelon001, 1, 6
2016-06-07, 03:14:00, fixed-prox, earpa001, 1, 1
2016-06-07, 03:37:00, fixed-prox, vawelon001, 1, 1
2016-06-07, 06:02:40, fixed-prox, earpa001, 1, 6
2016-06-07, 06:04:40, fixed-prox, vawelon001, 1, 6
2016-06-07, 06:52:00, fixed-prox, earpa001, 1, 1
2016-06-07, 07:00:00, fixed-prox, wvasco001, 1, 1
2016-06-07, 07:00:00, fixed-prox, lorosco001, 1, 1
2016-06-07, 07:00:00, fixed-prox, acampo001, 1, 1
2016-06-07, 07:00:53, fixed-prox, acampo001, 1, 4
2016-06-07, 07:00:54, fixed-prox, wvasco001, 1, 4
2016-06-07, 07:00:56, fixed-prox, lorosco001, 1, 4
2016-06-07, 07:01:35, fixed-prox, acampo001, 2, 4
2016-06-07, 07:01:36, fixed-prox, wvasco001, 2, 4
2016-06-07, 07:01:36, fixed-prox, lorosco001, 2, 4
2016-06-07, 07:02:00, fixed-prox, vawelon001, 1, 1
2016-06-07, 07:02:06, fixed-prox, acampo001, 3, 4
2016-06-07, 07:02:07, fixed-prox, lorosco001, 3, 4
2016-06-07, 07:02:07, fixed-prox, wvasco001, 3, 4
2016-06-07, 07:02:08, fixed-prox, acampo001, 3, 1
2016-06-07, 07:02:09, fixed-prox, wvasco001, 3, 1
2016-06-07, 07:02:09, fixed-prox, lorosco001, 3, 1
2016-06-07, 07:02:17, fixed-prox, wvasco001, 3, 2
2016-06-07, 07:15:00, fixed-prox, mbramar001, 1, 1
2016-06-07, 07:15:00, fixed-prox, lazada001, 1, 1
2016-06-07, 07:15:00, fixed-prox, sflecha001, 1, 1
2016-06-07, 07:15:53, fixed-prox, lazada001, 1, 4
2016-06-07, 07:15:54, fixed-prox, mbramar001, 1, 4
2016-06-07, 07:15:54, fixed-prox, sflecha001, 1, 4
2016-06-07, 07:16:00, fixed-prox, pyoung002, 1, 1
2016-06-07, 07:16:00, fixed-prox, hmies001, 1, 1
2016-06-07, 07:16:35, fixed-prox, mbramar001, 2, 4
2016-06-07, 07:16:35, fixed-prox, sflecha001, 2, 4
2016-06-07, 07:16:35, fixed-prox, lazada001, 2, 4
2016-06-07, 07:16:37, fixed-prox, lazada001, 2, 1
2016-06-07, 07:16:37, fixed-prox, sflecha001, 2, 1
2016-06-07, 07:16:52, fixed-prox, sflecha001, 2, 7
2016-06-07, 07:17:00, fixed-prox, sflorez001, 1, 1
2016-06-07, 07:17:00, fixed-prox, cshipp001, 1, 1
2016-06-07, 07:17:18, fixed-prox, mbramar001, 3, 4
2016-06-07, 07:17:20, fixed-prox, mbramar001, 3, 1
2016-06-07, 07:17:35, fixed-prox, mbramar001, 3, 6
2016-06-07, 07:18:00, fixed-prox, cmorluniau001, 1, 1
2016-06-07, 07:18:00, fixed-prox, ncalixto001, 1, 1
2016-06-07, 07:18:06, fixed-prox, sflorez001, 1, 4
2016-06-07, 07:18:06, fixed-prox, cshipp001, 1, 4
2016-06-07, 07:18:06, fixed-prox, hmies001, 1, 4
2016-06-07, 07:18:06, fixed-prox, pyoung002, 1, 4
2016-06-07, 07:18:47, fixed-prox, pyoung002, 2, 4
2016-06-07, 07:18:47, fixed-prox, cshipp001, 2, 4
2016-06-07, 07:18:47, fixed-prox, sflorez001, 2, 4
2016-06-07, 07:18:47, fixed-prox, hmies001, 2, 4
2016-06-07, 07:18:49, fixed-prox, sflorez001, 2, 1
2016-06-07, 07:18:49, fixed-prox, cshipp001, 2, 1
2016-06-07, 07:18:49, fixed-prox, hmies001, 2, 1
2016-06-07, 07:19:00, fixed-prox, jsanjorge001, 1, 1
2016-06-07, 07:19:00, fixed-prox, anubarron001, 1, 1
2016-06-07, 07:19:03, fixed-prox, cshipp001, 2, 6
2016-06-07, 07:19:04, fixed-prox, sflorez001, 2, 7
2016-06-07, 07:19:04, fixed-prox, hmies001, 2, 7
2016-06-07, 07:19:18, fixed-prox, pyoung002, 3, 4
2016-06-07, 07:19:20, fixed-prox, pyoung002, 3, 1
2016-06-07, 07:19:37, fixed-prox, pyoung002, 3, 3
2016-06-07, 07:19:37, fixed-prox, hmies001, 2, 6
2016-06-07, 07:20:00, fixed-prox, vhatchett001, 1, 1
2016-06-07, 07:20:00, fixed-prox, malinai001, 1, 1
2016-06-07, 07:20:00, fixed-prox, eminto001, 1, 1
2016-06-07, 07:20:06, fixed-prox, jsanjorge001, 1, 4
