date,time,type,proxID,floor,zone
2016-06-09, 00:00:00, fixed-prox, vawelon001, 1, 1
2016-06-09, 00:28:00, fixed-prox, earpa001, 1, 1
2016-06-09, 02:28:41, fixed-prox, vawelon001, 1, 6
2016-06-09, 02:30:41, fixed-prox, earpa001, 1, 6
2016-06-09, 03:18:00, fixed-prox, vawelon001, 1, 1
2016-06-09, 03:25:00, fixed-prox, earpa001, 1, 1
2016-06-09, 05:57:41, fixed-prox, earpa001, 1, 6
2016-06-09, 05:59:41, fixed-prox, vawelon001, 1, 6
2016-06-09, 06:51:00, fixed-prox, earpa001, 1, 1
2016-06-09, 06:58:00, fixed-prox, vawelon001, 1, 1
2016-06-09, 07:02:00, fixed-prox, jsanjorge001, 1, 1
2016-06-09, 07:02:50, fixed-prox, jsanjorge001, 1, 4
2016-06-09, 07:03:32, fixed-prox, jsanjorge001, 2, 4
2016-06-09, 07:04:03, fixed-prox, jsanjorge001, 3, 4
2016-06-09, 07:04:05, fixed-prox, jsanjorge001, 3, 1
2016-06-09, 07:04:28, fixed-prox, jsanjorge001, 3, 6
2016-06-09, 07:07:00, fixed-prox, wvasco001, 1, 1
2016-06-09, 07:07:00, fixed-prox, lorosco001, 1, 1
2016-06-09, 07:07:54, fixed-prox, lorosco001, 1, 4
2016-06-09, 07:07:56, fixed-prox, wvasco001, 1, 4
2016-06-09, 07:08:36, fixed-prox, lorosco001, 2, 4
2016-06-09, 07:08:38, fixed-prox, wvasco001, 2, 4
2016-06-09, 07:09:07, fixed-prox, lorosco001, 3, 4
2016-06-09, 07:09:09, fixed-prox, lorosco001, 3, 1
2016-06-09, 07:09:09, fixed-prox, wvasco001, 3, 4
2016-06-09, 07:09:11, fixed-prox, wvasco001, 3, 1
2016-06-09, 07:09:20, fixed-prox, wvasco001, 3, 2
2016-06-09, 07:15:00, fixed-prox, acampo001, 1, 1
2016-06-09, 07:15:00, fixed-prox, bmullen001, 1, 1
2016-06-09, 07:15:00, fixed-prox, mbramar001, 1, 1
2016-06-09, 07:15:00, fixed-prox, btempestad001, 1, 1
2016-06-09, 07:15:00, fixed-prox, monda001, 1, 1
2016-06-09, 07:16:00, fixed-prox, korilla001, 1, 1
2016-06-09, 07:16:00, fixed-prox, wreynoso001, 1, 1
2016-06-09, 07:16:00, fixed-prox, iovan001, 1, 1
2016-06-09, 07:16:00, fixed-prox, ssinagra001, 1, 1
2016-06-09, 07:17:00, fixed-prox, bhawelon001, 1, 1
2016-06-09, 07:17:07, fixed-prox, korilla001, 1, 4
