date,time,type,proxID,floor,zone
2016-06-10, 00:14:00, fixed-prox, earpa001, 1, 1
2016-06-10, 00:15:00, fixed-prox, vawelon001, 1, 1
2016-06-10, 02:30:41, fixed-prox, earpa001, 1, 6
2016-06-10, 02:34:40, fixed-prox, vawelon001, 1, 6
2016-06-10, 03:32:00, fixed-prox, vawelon001, 1, 1
2016-06-10, 03:34:00, fixed-prox, earpa001, 1, 1
2016-06-10, 05:56:41, fixed-prox, vawelon001, 1, 6
2016-06-10, 06:04:41, fixed-prox, earpa001, 1, 6
2016-06-10, 06:52:00, fixed-prox, vawelon001, 1, 1
2016-06-10, 07:00:00, fixed-prox, jsanjorge001, 1, 1
2016-06-10, 07:00:00, fixed-prox, ostrum001, 1, 1
2016-06-10, 07:00:56, fixed-prox, ostrum001, 1, 4
2016-06-10, 07:00:56, fixed-prox, jsanjorge001, 1, 4
2016-06-10, 07:01:38, fixed-prox, ostrum001, 2, 4
2016-06-10, 07:01:38, fixed-prox, jsanjorge001, 2, 4
2016-06-10, 07:02:09, fixed-prox, ostrum001, 3, 4
2016-06-10, 07:02:09, fixed-prox, jsanjorge001, 3, 4
2016-06-10, 07:02:11, fixed-prox, ostrum001, 3, 1
2016-06-10, 07:02:11, fixed-prox, jsanjorge001, 3, 1
2016-06-10, 07:02:30, fixed-prox, ostrum001, 3, 6
2016-06-10, 07:02:34, fixed-prox, jsanjorge001, 3, 6
2016-06-10, 07:02:37, fixed-prox, ostrum001, 3, 3
2016-06-10, 07:04:00, fixed-prox, earpa001, 1, 1
2016-06-10, 07:15:00, fixed-prox, mbramar001, 1, 1
2016-06-10, 07:15:00, fixed-prox, bridenour001, 1, 1
2016-06-10, 07:15:00, fixed-prox, emintz001, 1, 1
2016-06-10, 07:15:52, fixed-prox, bridenour001, 1, 4
2016-06-10, 07:15:54, fixed-prox, mbramar001, 1, 4
2016-06-10, 07:15:54, fixed-prox, emintz001, 1, 4
2016-06-10, 07:16:00, fixed-prox, rfaralso001, 1, 1
2016-06-10, 07:16:00, fixed-prox, eminto001, 1, 1
2016-06-10, 07:16:00, fixed-prox, ncalixto001, 1, 1
2016-06-10, 07:16:00, fixed-prox, hmies001, 1, 1
2016-06-10, 07:16:34, fixed-prox, mbramar001, 2, 4
2016-06-10, 07:16:34, fixed-prox, emintz001, 2, 4
2016-06-10, 07:16:34, fixed-prox, bridenour001, 2, 4
2016-06-10, 07:16:36, fixed-prox, bridenour001, 2, 1
2016-06-10, 07:17:00, fixed-prox, knielson001, 1, 1
2016-06-10, 07:17:05, fixed-prox, mbramar001, 3, 4
2016-06-10, 07:17:05, fixed-prox, emintz001, 3, 4
2016-06-10, 07:17:07, fixed-prox, mbramar001, 3, 1
2016-06-10, 07:17:07, fixed-prox, emintz001, 3, 1
2016-06-10, 07:17:22, fixed-prox, mbramar001, 3, 6
2016-06-10, 07:17:24, fixed-prox, emintz001, 3, 3
2016-06-10, 07:18:06, fixed-prox, hmies001, 1, 4
2016-06-10, 07:18:06, fixed-prox, rfaralso001, 1, 4
2016-06-10, 07:18:06, fixed-prox, knielson001, 1, 4
2016-06-10, 07:18:06, fixed-prox, eminto001, 1, 4
2016-06-10, 07:18:06, fixed-prox, ncalixto001, 1, 4
2016-06-10, 07:18:47, fixed-prox, knielson001, 2, 4
2016-06-10, 07:18:47, fixed-prox, eminto001, 2, 4
2016-06-10, 07:18:47, fixed-prox, rfaralso001, 2, 4
2016-06-10, 07:18:47, fixed-prox, ncalixto001, 2, 4
2016-06-10, 07:18:47, fixed-prox, hmies001, 2, 4
2016-06-10, 07:18:49, fixed-prox, ncalixto001, 2, 1
2016-06-10, 07:18:49, fixed-prox, eminto001, 2, 1
2016-06-10, 07:18:49, fixed-prox, knielson001, 2, 1
2016-06-10, 07:18:49, fixed-prox, hmies001, 2, 1
2016-06-10, 07:18:49, fixed-prox, rfaralso001, 2, 1
2016-06-10, 07:19:00, fixed-prox, cshipp001, 1, 1
2016-06-10, 07:19:00, fixed-prox, pyoung002, 1, 1
2016-06-10, 07:19:00, fixed-prox, vomalla001, 1, 1
2016-06-10, 07:19:04, fixed-prox, rfaralso001, 2, 7
2016-06-10, 07:19:04, fixed-prox, hmies001, 2, 7
2016-06-10, 07:19:05, fixed-prox, ncalixto001, 2, 7
2016-06-10, 07:19:13, fixed-prox, eminto001, 2, 2
2016-06-10, 07:19:37, fixed-prox, hmies001, 2, 6
2016-06-10, 07:20:00, fixed-prox, slowery001, 1, 1
2016-06-10, 07:20:00, fixed-prox, lbergen001, 1, 1
2016-06-10, 07:20:00, fixed-prox, fmata001, 1, 1
2016-06-10, 07:20:38, fixed-prox, pyoung002, 1, 4
2016-06-10, 07:20:38, fixed-prox, vomalla001, 1, 4
2016-06-10, 07:20:38, fixed-prox, cshipp001, 1, 4
2016-06-10, 07:21:00, fixed-prox, apinckney001, 1, 1
2016-06-10, 07:21:00, fixed-prox, tbattles001, 1, 1
2016-06-10, 07:21:00, fixed-prox, lbennett001, 1, 1
2016-06-10, 07:21:19, fixed-prox, pyoung002, 2, 4
2016-06-10, 07:21:19, fixed-prox, vomalla001, 2, 4
2016-06-10, 07:21:19, fixed-prox, cshipp001, 2, 4
2016-06-10, 07:21:21, fixed-prox, cshipp001, 2, 1
2016-06-10, 07:21:21, fixed-prox, vomalla001, 2, 1
2016-06-10, 07:21:35, fixed-prox, slowery001, 1, 4
2016-06-10, 07:21:35, fixed-prox, fmata001, 1, 4
2016-06-10, 07:21:35, fixed-prox, lbergen001, 1, 4
2016-06-10, 07:21:43, fixed-prox, cshipp001, 2, 6
