date,time,type,proxID,floor,zone
2016-06-08, 00:19:00, fixed-prox, vawelon001, 1, 1
2016-06-08, 00:22:00, fixed-prox, earpa001, 1, 1
2016-06-08, 02:25:40, fixed-prox, vawelon001, 1, 6
2016-06-08, 02:28:40, fixed-prox, earpa001, 1, 6
2016-06-08, 03:19:00, fixed-prox, vawelon001, 1, 1
2016-06-08, 03:21:00, fixed-prox, earpa001, 1, 1
2016-06-08, 05:58:40, fixed-prox, vawelon001, 1, 6
2016-06-08, 06:05:41, fixed-prox, earpa001, 1, 6
2016-06-08, 06:45:00, fixed-prox, jsanjorge001, 1, 1
2016-06-08, 06:45:56, fixed-prox, jsanjorge001, 1, 4
2016-06-08, 06:46:38, fixed-prox, jsanjorge001, 2, 4
2016-06-08, 06:47:09, fixed-prox, jsanjorge001, 3, 4
2016-06-08, 06:47:11, fixed-prox, jsanjorge001, 3, 1
2016-06-08, 06:47:34, fixed-prox, jsanjorge001, 3, 6
2016-06-08, 06:48:00, fixed-prox, vawelon001, 1, 1
2016-06-08, 07:06:00, fixed-prox, earpa001, 1, 1
2016-06-08, 07:14:00, fixed-prox, eedward001, 1, 1
2016-06-08, 07:14:54, fixed-prox, eedward001, 1, 4
2016-06-08, 07:15:00, fixed-prox, csolos001, 1, 1
2016-06-08, 07:15:00, fixed-prox, iborrasca001, 1, 1
2016-06-08, 07:15:00, fixed-prox, sparrino001, 1, 1
2016-06-08, 07:15:00, fixed-prox, mbramar001, 1, 1
2016-06-08, 07:15:36, fixed-prox, eedward001, 2, 4
2016-06-08, 07:15:50, fixed-prox, sparrino001, 1, 4
2016-06-08, 07:15:51, fixed-prox, iborrasca001, 1, 4
2016-06-08, 07:15:54, fixed-prox, mbramar001, 1, 4
2016-06-08, 07:15:56, fixed-prox, csolos001, 1, 4
2016-06-08, 07:16:00, fixed-prox, btempestad001, 1, 1
2016-06-08, 07:16:00, fixed-prox, wreynoso001, 1, 1
2016-06-08, 07:16:07, fixed-prox, eedward001, 3, 4
2016-06-08, 07:16:09, fixed-prox, eedward001, 3, 1
2016-06-08, 07:16:26, fixed-prox, eedward001, 3, 3
2016-06-08, 07:16:32, fixed-prox, iborrasca001, 2, 4
2016-06-08, 07:16:32, fixed-prox, mbramar001, 2, 4
2016-06-08, 07:16:32, fixed-prox, csolos001, 2, 4
2016-06-08, 07:16:32, fixed-prox, sparrino001, 2, 4
2016-06-08, 07:16:34, fixed-prox, csolos001, 2, 1
2016-06-08, 07:16:34, fixed-prox, iborrasca001, 2, 1
2016-06-08, 07:16:34, fixed-prox, sparrino001, 2, 1
2016-06-08, 07:16:52, fixed-prox, iborrasca001, 2, 6
2016-06-08, 07:16:53, fixed-prox, csolos001, 2, 7
2016-06-08, 07:17:00, fixed-prox, lazada001, 1, 1
2016-06-08, 07:17:00, fixed-prox, ssinagra001, 1, 1
2016-06-08, 07:17:15, fixed-prox, mbramar001, 3, 4
2016-06-08, 07:17:17, fixed-prox, mbramar001, 3, 1
2016-06-08, 07:17:36, fixed-prox, mbramar001, 3, 6
2016-06-08, 07:18:00, fixed-prox, lbergen001, 1, 1
2016-06-08, 07:18:00, fixed-prox, tbattles001, 1, 1
2016-06-08, 07:18:08, fixed-prox, lazada001, 1, 4
2016-06-08, 07:18:08, fixed-prox, ssinagra001, 1, 4
2016-06-08, 07:18:08, fixed-prox, btempestad001, 1, 4
2016-06-08, 07:18:08, fixed-prox, wreynoso001, 1, 4
2016-06-08, 07:18:49, fixed-prox, btempestad001, 2, 4
2016-06-08, 07:18:49, fixed-prox, ssinagra001, 2, 4
2016-06-08, 07:18:49, fixed-prox, wreynoso001, 2, 4
2016-06-08, 07:18:49, fixed-prox, lazada001, 2, 4
